"Var1"	"Var2"	"Correlation"	"freeze"
"Tuft cell"	"B cell plasma IgA (1)"	-0.0844717454987172	"Discovery"
"B cell"	"B cell plasma IgA (2)"	0.0665709434113246	"Discovery"
"B cell activated"	"B cell plasma IgA (2)"	0.0337276220545928	"Discovery"
"B cell germinal centre/plasmablasts"	"B cell plasma IgA (2)"	0.0587035761988554	"Discovery"
"B cell memory (1)"	"B cell plasma IgA (2)"	0.0459984145252738	"Discovery"
"B cell memory (2)"	"B cell plasma IgA (2)"	0.047039556375973	"Discovery"
"B cell naive"	"B cell plasma IgA (2)"	0.0231675442282013	"Discovery"
"B cell plasma IgA (1)"	"B cell plasma IgA (2)"	0.495846359945863	"Discovery"
"B cell plasma IgA (2)"	"B cell plasma IgA (2)"	1	"Discovery"
"B cell plasma IgA (3)"	"B cell plasma IgA (2)"	0.80173566217222	"Discovery"
"Dendritic cell"	"B cell plasma IgA (2)"	-0.0259817721586848	"Discovery"
"Endocrine cell"	"B cell plasma IgA (2)"	-0.0763932654966657	"Discovery"
"Endothelial cell"	"B cell plasma IgA (2)"	-0.0452862817712675	"Discovery"
"Enterocyte middle villus (1)"	"B cell plasma IgA (2)"	-0.0911381012514894	"Discovery"
"Enterocyte middle villus (2)"	"B cell plasma IgA (2)"	-0.101217034893693	"Discovery"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"B cell plasma IgA (2)"	-0.122051432362279	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"B cell plasma IgA (2)"	-0.126193811386836	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"B cell plasma IgA (2)"	-0.128031412145042	"Discovery"
"Enterocyte top villus"	"B cell plasma IgA (2)"	-0.0893390893049568	"Discovery"
"Enterocytes BEST4"	"B cell plasma IgA (2)"	-0.0964705200743114	"Discovery"
"Fibroblast/Myofibroblasts"	"B cell plasma IgA (2)"	-0.0330194237905859	"Discovery"
"Goblet cell crypt MKI67+"	"B cell plasma IgA (2)"	-0.0945963525343695	"Discovery"
"Goblet cell middle villus"	"B cell plasma IgA (2)"	-0.0702088688572572	"Discovery"
"Goblet cell top villus"	"B cell plasma IgA (2)"	-0.0740680806375743	"Discovery"
"ILC1/NKs"	"B cell plasma IgA (2)"	-0.0439789939916179	"Discovery"
"ILC3"	"B cell plasma IgA (2)"	-0.0194144445755867	"Discovery"
"Mac (1)"	"B cell plasma IgA (2)"	-0.0478675845083804	"Discovery"
"Mac (2)"	"B cell plasma IgA (2)"	-0.0195699107807462	"Discovery"
"Mac intermediate (1)"	"B cell plasma IgA (2)"	-0.0682647671596986	"Discovery"
"Mac intermediate (2)"	"B cell plasma IgA (2)"	-0.0210039352054845	"Discovery"
"Mast"	"B cell plasma IgA (2)"	-0.0126714514279072	"Discovery"
"Monocytes"	"B cell plasma IgA (2)"	-0.0207549401242941	"Discovery"
"Paneth cell"	"B cell plasma IgA (2)"	-0.0564795005742176	"Discovery"
"Pericytes"	"B cell plasma IgA (2)"	-0.0313129028822579	"Discovery"
"Smooth muscle cell"	"B cell plasma IgA (2)"	-0.024258720907518	"Discovery"
"Stem cell LGR5+"	"B cell plasma IgA (2)"	-0.12430070976246	"Discovery"
"Stem cell MKI67+ (1)"	"B cell plasma IgA (2)"	-0.134616208383355	"Discovery"
"Stem cell MKI67+ (2)"	"B cell plasma IgA (2)"	-0.123049767268622	"Discovery"
"T cell CD4 naive"	"B cell plasma IgA (2)"	-0.056878754372673	"Discovery"
"T cell CD4 proliferating"	"B cell plasma IgA (2)"	-0.067706633694615	"Discovery"
"T cell CD4- CD8-"	"B cell plasma IgA (2)"	-0.0166798865001932	"Discovery"
"T cell CD4+ CXCR6+ memory"	"B cell plasma IgA (2)"	-0.055899905240708	"Discovery"
"T cell CD4+ memory"	"B cell plasma IgA (2)"	-0.0571008797854606	"Discovery"
"T cell CD4+ PASK+ CCR7+"	"B cell plasma IgA (2)"	-0.0574552154668506	"Discovery"
"T cell CD4+ Treg"	"B cell plasma IgA (2)"	-0.04199319182037	"Discovery"
"T cell CD8+ FGFBP2+ effector"	"B cell plasma IgA (2)"	-0.0466222704924247	"Discovery"
"T cell CD8+ GZMK+"	"B cell plasma IgA (2)"	-0.0542022595891438	"Discovery"
"T cell CD8+ tissue-resident"	"B cell plasma IgA (2)"	-0.0609975885360596	"Discovery"
"T cell gd"	"B cell plasma IgA (2)"	-0.0513780002495479	"Discovery"
"Tuft cell"	"B cell plasma IgA (2)"	-0.0820580502531402	"Discovery"
"B cell"	"B cell plasma IgA (3)"	0.0549261995892877	"Discovery"
"B cell activated"	"B cell plasma IgA (3)"	0.0238361611676601	"Discovery"
"B cell germinal centre/plasmablasts"	"B cell plasma IgA (3)"	0.0616031497211663	"Discovery"
"B cell memory (1)"	"B cell plasma IgA (3)"	0.0657961948568976	"Discovery"
"B cell memory (2)"	"B cell plasma IgA (3)"	0.0601067370216723	"Discovery"
"B cell naive"	"B cell plasma IgA (3)"	0.0207052722086078	"Discovery"
"B cell plasma IgA (1)"	"B cell plasma IgA (3)"	0.404974259695954	"Discovery"
"B cell plasma IgA (2)"	"B cell plasma IgA (3)"	0.80173566217222	"Discovery"
"B cell plasma IgA (3)"	"B cell plasma IgA (3)"	1	"Discovery"
"Dendritic cell"	"B cell plasma IgA (3)"	-0.0205037756747953	"Discovery"
"Endocrine cell"	"B cell plasma IgA (3)"	-0.0750146231340138	"Discovery"
"Endothelial cell"	"B cell plasma IgA (3)"	0.0610878675877679	"Discovery"
"Enterocyte middle villus (1)"	"B cell plasma IgA (3)"	-0.133519910671476	"Discovery"
"Enterocyte middle villus (2)"	"B cell plasma IgA (3)"	-0.145589031669896	"Discovery"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"B cell plasma IgA (3)"	-0.172144624972305	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"B cell plasma IgA (3)"	-0.17894510514652	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"B cell plasma IgA (3)"	-0.175818565527724	"Discovery"
"Enterocyte top villus"	"B cell plasma IgA (3)"	-0.130382220832331	"Discovery"
"Enterocytes BEST4"	"B cell plasma IgA (3)"	-0.13190041275586	"Discovery"
"Fibroblast/Myofibroblasts"	"B cell plasma IgA (3)"	0.105635566904166	"Discovery"
"Goblet cell crypt MKI67+"	"B cell plasma IgA (3)"	-0.13235335176169	"Discovery"
"Goblet cell middle villus"	"B cell plasma IgA (3)"	-0.10281642027288	"Discovery"
"Goblet cell top villus"	"B cell plasma IgA (3)"	-0.108899551538282	"Discovery"
"ILC1/NKs"	"B cell plasma IgA (3)"	-0.047526882191203	"Discovery"
"ILC3"	"B cell plasma IgA (3)"	-0.0210710967378265	"Discovery"
"Mac (1)"	"B cell plasma IgA (3)"	-0.0510944502221236	"Discovery"
"Mac (2)"	"B cell plasma IgA (3)"	-0.0275856715764634	"Discovery"
"Mac intermediate (1)"	"B cell plasma IgA (3)"	-0.06988969935598	"Discovery"
"Mac intermediate (2)"	"B cell plasma IgA (3)"	-0.0279886198339162	"Discovery"
"Mast"	"B cell plasma IgA (3)"	-0.00871361529514244	"Discovery"
"Monocytes"	"B cell plasma IgA (3)"	-0.0305497508265438	"Discovery"
"Paneth cell"	"B cell plasma IgA (3)"	-0.0941226454149097	"Discovery"
"Pericytes"	"B cell plasma IgA (3)"	0.0707220230668071	"Discovery"
"Smooth muscle cell"	"B cell plasma IgA (3)"	0.0768632372574751	"Discovery"
"Stem cell LGR5+"	"B cell plasma IgA (3)"	-0.168301561551211	"Discovery"
"Stem cell MKI67+ (1)"	"B cell plasma IgA (3)"	-0.182592068110668	"Discovery"
"Stem cell MKI67+ (2)"	"B cell plasma IgA (3)"	-0.172581524348263	"Discovery"
"T cell CD4 naive"	"B cell plasma IgA (3)"	-0.0722804612645161	"Discovery"
"T cell CD4 proliferating"	"B cell plasma IgA (3)"	-0.0793613488705536	"Discovery"
"T cell CD4- CD8-"	"B cell plasma IgA (3)"	-0.0332122502276087	"Discovery"
"T cell CD4+ CXCR6+ memory"	"B cell plasma IgA (3)"	-0.0666005457926314	"Discovery"
"T cell CD4+ memory"	"B cell plasma IgA (3)"	-0.0673570642944279	"Discovery"
"T cell CD4+ PASK+ CCR7+"	"B cell plasma IgA (3)"	-0.0697715902084402	"Discovery"
"T cell CD4+ Treg"	"B cell plasma IgA (3)"	-0.0492342601151519	"Discovery"
"T cell CD8+ FGFBP2+ effector"	"B cell plasma IgA (3)"	-0.0547135832578104	"Discovery"
"T cell CD8+ GZMK+"	"B cell plasma IgA (3)"	-0.0639805354285139	"Discovery"
"T cell CD8+ tissue-resident"	"B cell plasma IgA (3)"	-0.0746970529067146	"Discovery"
"T cell gd"	"B cell plasma IgA (3)"	-0.060936283203726	"Discovery"
"Tuft cell"	"B cell plasma IgA (3)"	-0.0978898027592816	"Discovery"
"B cell"	"Dendritic cell"	0.119784994624806	"Discovery"
"B cell activated"	"Dendritic cell"	0.0411729936811334	"Discovery"
"B cell germinal centre/plasmablasts"	"Dendritic cell"	0.0524185939778556	"Discovery"
"B cell memory (1)"	"Dendritic cell"	0.0375534390046521	"Discovery"
"B cell memory (2)"	"Dendritic cell"	0.0551202098895409	"Discovery"
"B cell naive"	"Dendritic cell"	0.0615483105320222	"Discovery"
"B cell plasma IgA (1)"	"Dendritic cell"	-0.0260644150666885	"Discovery"
"B cell plasma IgA (2)"	"Dendritic cell"	-0.0259817721586848	"Discovery"
"B cell plasma IgA (3)"	"Dendritic cell"	-0.0205037756747953	"Discovery"
"Dendritic cell"	"Dendritic cell"	1	"Discovery"
"Endocrine cell"	"Dendritic cell"	-0.0774131624447444	"Discovery"
"Endothelial cell"	"Dendritic cell"	0.0247404737957765	"Discovery"
"Enterocyte middle villus (1)"	"Dendritic cell"	-0.0677542038956162	"Discovery"
"Enterocyte middle villus (2)"	"Dendritic cell"	-0.0970687489546943	"Discovery"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"Dendritic cell"	-0.0968671785391694	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"Dendritic cell"	-0.0995214631316442	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"Dendritic cell"	-0.0867658774535052	"Discovery"
"Enterocyte top villus"	"Dendritic cell"	-0.0872584047595358	"Discovery"
"Enterocytes BEST4"	"Dendritic cell"	-0.032421266261432	"Discovery"
"Fibroblast/Myofibroblasts"	"Dendritic cell"	0.00708178780083097	"Discovery"
"Goblet cell crypt MKI67+"	"Dendritic cell"	-0.0995057054716197	"Discovery"
"Goblet cell middle villus"	"Dendritic cell"	-0.124713857852582	"Discovery"
"Goblet cell top villus"	"Dendritic cell"	-0.108401524313739	"Discovery"
"ILC1/NKs"	"Dendritic cell"	0.0379149946351745	"Discovery"
"ILC3"	"Dendritic cell"	0.0692246974736739	"Discovery"
"Mac (1)"	"Dendritic cell"	0.39869165174388	"Discovery"
"Mac (2)"	"Dendritic cell"	0.463815923204706	"Discovery"
"Mac intermediate (1)"	"Dendritic cell"	0.455579168511324	"Discovery"
"Mac intermediate (2)"	"Dendritic cell"	0.313151999732156	"Discovery"
"Mast"	"Dendritic cell"	0.0832894764776308	"Discovery"
"Monocytes"	"Dendritic cell"	0.164905381979842	"Discovery"
"Paneth cell"	"Dendritic cell"	-0.088994301143838	"Discovery"
"Pericytes"	"Dendritic cell"	0.00180555918888653	"Discovery"
"Smooth muscle cell"	"Dendritic cell"	0.0102741085439564	"Discovery"
"Stem cell LGR5+"	"Dendritic cell"	-0.0965010252360026	"Discovery"
"Stem cell MKI67+ (1)"	"Dendritic cell"	-0.0941508386892704	"Discovery"
"Stem cell MKI67+ (2)"	"Dendritic cell"	-0.0911868348768057	"Discovery"
"T cell CD4 naive"	"Dendritic cell"	-0.0463850310019845	"Discovery"
"T cell CD4 proliferating"	"Dendritic cell"	0.0513723302153287	"Discovery"
"T cell CD4- CD8-"	"Dendritic cell"	0.0295518267329983	"Discovery"
"T cell CD4+ CXCR6+ memory"	"Dendritic cell"	0.0137161374857166	"Discovery"
"T cell CD4+ memory"	"Dendritic cell"	-0.0290746399731397	"Discovery"
"T cell CD4+ PASK+ CCR7+"	"Dendritic cell"	-0.0533601366960174	"Discovery"
"T cell CD4+ Treg"	"Dendritic cell"	0.0166134884107871	"Discovery"
"T cell CD8+ FGFBP2+ effector"	"Dendritic cell"	0.0319325922629056	"Discovery"
"T cell CD8+ GZMK+"	"Dendritic cell"	-0.01321355738834	"Discovery"
"T cell CD8+ tissue-resident"	"Dendritic cell"	-0.0260699107712042	"Discovery"
"T cell gd"	"Dendritic cell"	0.017125744783549	"Discovery"
"Tuft cell"	"Dendritic cell"	-0.0554217438611678	"Discovery"
"B cell"	"Endocrine cell"	-0.0948176178791735	"Discovery"
"B cell activated"	"Endocrine cell"	-0.13799914884675	"Discovery"
"B cell germinal centre/plasmablasts"	"Endocrine cell"	-0.123144126460924	"Discovery"
"B cell memory (1)"	"Endocrine cell"	-0.13785575414523	"Discovery"
"B cell memory (2)"	"Endocrine cell"	-0.143762172476986	"Discovery"
"B cell naive"	"Endocrine cell"	-0.143501327590795	"Discovery"
"B cell plasma IgA (1)"	"Endocrine cell"	-0.0246060562362612	"Discovery"
"B cell plasma IgA (2)"	"Endocrine cell"	-0.0763932654966657	"Discovery"
"B cell plasma IgA (3)"	"Endocrine cell"	-0.0750146231340138	"Discovery"
"Dendritic cell"	"Endocrine cell"	-0.0774131624447444	"Discovery"
"Endocrine cell"	"Endocrine cell"	1	"Discovery"
"Endothelial cell"	"Endocrine cell"	0.0524144115888313	"Discovery"
"Enterocyte middle villus (1)"	"Endocrine cell"	0.0338159227835798	"Discovery"
"Enterocyte middle villus (2)"	"Endocrine cell"	0.044528107091889	"Discovery"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"Endocrine cell"	0.0658127468084684	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"Endocrine cell"	0.0896331495399398	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"Endocrine cell"	0.0860432280524821	"Discovery"
"Enterocyte top villus"	"Endocrine cell"	0.0487845603595762	"Discovery"
"Enterocytes BEST4"	"Endocrine cell"	0.134050860371711	"Discovery"
"Fibroblast/Myofibroblasts"	"Endocrine cell"	0.07048453394869	"Discovery"
"Goblet cell crypt MKI67+"	"Endocrine cell"	0.124858101745475	"Discovery"
"Goblet cell middle villus"	"Endocrine cell"	0.2072431275766	"Discovery"
"Goblet cell top villus"	"Endocrine cell"	0.140998442156682	"Discovery"
"ILC1/NKs"	"Endocrine cell"	-0.114543630085563	"Discovery"
"ILC3"	"Endocrine cell"	-0.0662953983543629	"Discovery"
"Mac (1)"	"Endocrine cell"	-0.0669681660522263	"Discovery"
"Mac (2)"	"Endocrine cell"	-0.0781686532202593	"Discovery"
"Mac intermediate (1)"	"Endocrine cell"	-0.0939244824746713	"Discovery"
"Mac intermediate (2)"	"Endocrine cell"	-0.0811970085017957	"Discovery"
"Mast"	"Endocrine cell"	-0.0280343508671326	"Discovery"
"Monocytes"	"Endocrine cell"	-0.0642749429142382	"Discovery"
"Paneth cell"	"Endocrine cell"	0.185662104769536	"Discovery"
"Pericytes"	"Endocrine cell"	0.0541799929353491	"Discovery"
"Smooth muscle cell"	"Endocrine cell"	0.0531843430122982	"Discovery"
"Stem cell LGR5+"	"Endocrine cell"	0.182227303357348	"Discovery"
"Stem cell MKI67+ (1)"	"Endocrine cell"	0.0445896248672255	"Discovery"
"Stem cell MKI67+ (2)"	"Endocrine cell"	0.0672766808606491	"Discovery"
"T cell CD4 naive"	"Endocrine cell"	-0.119201492362372	"Discovery"
"T cell CD4 proliferating"	"Endocrine cell"	-0.145990749962041	"Discovery"
"T cell CD4- CD8-"	"Endocrine cell"	-0.0711705221613294	"Discovery"
"T cell CD4+ CXCR6+ memory"	"Endocrine cell"	-0.154436730281596	"Discovery"
"T cell CD4+ memory"	"Endocrine cell"	-0.151405973116766	"Discovery"
"T cell CD4+ PASK+ CCR7+"	"Endocrine cell"	-0.130149047883267	"Discovery"
"T cell CD4+ Treg"	"Endocrine cell"	-0.131693768076544	"Discovery"
"T cell CD8+ FGFBP2+ effector"	"Endocrine cell"	-0.116039742119579	"Discovery"
"T cell CD8+ GZMK+"	"Endocrine cell"	-0.141066982895027	"Discovery"
"T cell CD8+ tissue-resident"	"Endocrine cell"	-0.152302047257229	"Discovery"
"T cell gd"	"Endocrine cell"	-0.127869901272266	"Discovery"
"Tuft cell"	"Endocrine cell"	0.218342881986504	"Discovery"
"B cell"	"Endothelial cell"	-0.0419910173210138	"Discovery"
"B cell activated"	"Endothelial cell"	-0.0990432908781656	"Discovery"
"B cell germinal centre/plasmablasts"	"Endothelial cell"	-0.0868505170497699	"Discovery"
"B cell memory (1)"	"Endothelial cell"	-0.0754984647455547	"Discovery"
"B cell memory (2)"	"Endothelial cell"	-0.0661827084607976	"Discovery"
"B cell naive"	"Endothelial cell"	-0.0531368674134988	"Discovery"
"B cell plasma IgA (1)"	"Endothelial cell"	-0.0531158195802986	"Discovery"
"B cell plasma IgA (2)"	"Endothelial cell"	-0.0452862817712675	"Discovery"
"B cell plasma IgA (3)"	"Endothelial cell"	0.0610878675877679	"Discovery"
"Dendritic cell"	"Endothelial cell"	0.0247404737957765	"Discovery"
"Endocrine cell"	"Endothelial cell"	0.0524144115888313	"Discovery"
"Endothelial cell"	"Endothelial cell"	1	"Discovery"
"Enterocyte middle villus (1)"	"Endothelial cell"	-0.0260958645060605	"Discovery"
"Enterocyte middle villus (2)"	"Endothelial cell"	-0.0616977250477973	"Discovery"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"Endothelial cell"	-0.0644788187299562	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"Endothelial cell"	-0.0566653268540852	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"Endothelial cell"	-0.0284590635506346	"Discovery"
"Enterocyte top villus"	"Endothelial cell"	-0.0378294723881229	"Discovery"
"Enterocytes BEST4"	"Endothelial cell"	0.0167896863240994	"Discovery"
"Fibroblast/Myofibroblasts"	"Endothelial cell"	0.304645051526304	"Discovery"
"Goblet cell crypt MKI67+"	"Endothelial cell"	-0.0300599894949123	"Discovery"
"Goblet cell middle villus"	"Endothelial cell"	-0.0185832620836655	"Discovery"
"Goblet cell top villus"	"Endothelial cell"	-0.00632694079316184	"Discovery"
"ILC1/NKs"	"Endothelial cell"	-0.00845338786426568	"Discovery"
"ILC3"	"Endothelial cell"	0.0318185846073829	"Discovery"
"Mac (1)"	"Endothelial cell"	0.0799448852991204	"Discovery"
"Mac (2)"	"Endothelial cell"	0.0615510692434352	"Discovery"
"Mac intermediate (1)"	"Endothelial cell"	0.053175049580832	"Discovery"
"Mac intermediate (2)"	"Endothelial cell"	0.0395833912442353	"Discovery"
"Mast"	"Endothelial cell"	0.0562441980925991	"Discovery"
"Monocytes"	"Endothelial cell"	0.00208402841886673	"Discovery"
"Paneth cell"	"Endothelial cell"	-0.0206164231559964	"Discovery"
"Pericytes"	"Endothelial cell"	0.275507188819124	"Discovery"
"Smooth muscle cell"	"Endothelial cell"	0.237085239359014	"Discovery"
"Stem cell LGR5+"	"Endothelial cell"	-0.022806121337544	"Discovery"
"Stem cell MKI67+ (1)"	"Endothelial cell"	-0.0598242800055245	"Discovery"
"Stem cell MKI67+ (2)"	"Endothelial cell"	-0.0488227105024007	"Discovery"
"T cell CD4 naive"	"Endothelial cell"	-0.0439933456066448	"Discovery"
"T cell CD4 proliferating"	"Endothelial cell"	-0.0514588446792858	"Discovery"
"T cell CD4- CD8-"	"Endothelial cell"	-0.0291751534951428	"Discovery"
"T cell CD4+ CXCR6+ memory"	"Endothelial cell"	-0.0457765352659847	"Discovery"
"T cell CD4+ memory"	"Endothelial cell"	-0.0524251915034583	"Discovery"
"T cell CD4+ PASK+ CCR7+"	"Endothelial cell"	-0.056152448503973	"Discovery"
"T cell CD4+ Treg"	"Endothelial cell"	-0.053277589445227	"Discovery"
"T cell CD8+ FGFBP2+ effector"	"Endothelial cell"	-0.00774889745768001	"Discovery"
"T cell CD8+ GZMK+"	"Endothelial cell"	-0.0471509358446083	"Discovery"
"T cell CD8+ tissue-resident"	"Endothelial cell"	-0.0577748001950372	"Discovery"
"T cell gd"	"Endothelial cell"	-0.0240039943270401	"Discovery"
"Tuft cell"	"Endothelial cell"	0.0334483105567351	"Discovery"
"B cell"	"Enterocyte middle villus (1)"	-0.0811334228896648	"Discovery"
"B cell activated"	"Enterocyte middle villus (1)"	-0.173441713221355	"Discovery"
"B cell germinal centre/plasmablasts"	"Enterocyte middle villus (1)"	-0.176216167271382	"Discovery"
"B cell memory (1)"	"Enterocyte middle villus (1)"	-0.215662059136434	"Discovery"
"B cell memory (2)"	"Enterocyte middle villus (1)"	-0.181949391511838	"Discovery"
"B cell naive"	"Enterocyte middle villus (1)"	-0.181803529577346	"Discovery"
"B cell plasma IgA (1)"	"Enterocyte middle villus (1)"	0.0185901189420352	"Discovery"
"B cell plasma IgA (2)"	"Enterocyte middle villus (1)"	-0.0911381012514894	"Discovery"
"B cell plasma IgA (3)"	"Enterocyte middle villus (1)"	-0.133519910671476	"Discovery"
"Dendritic cell"	"Enterocyte middle villus (1)"	-0.0677542038956162	"Discovery"
"Endocrine cell"	"Enterocyte middle villus (1)"	0.0338159227835798	"Discovery"
"Endothelial cell"	"Enterocyte middle villus (1)"	-0.0260958645060605	"Discovery"
"Enterocyte middle villus (1)"	"Enterocyte middle villus (1)"	1	"Discovery"
"Enterocyte middle villus (2)"	"Enterocyte middle villus (1)"	0.665141221515244	"Discovery"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"Enterocyte middle villus (1)"	0.595723739275257	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"Enterocyte middle villus (1)"	0.384353953677528	"Discovery"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"Enterocyte middle villus (1)"	0.51440301460603	"Discovery"
"Enterocyte top villus"	"Enterocyte middle villus (1)"	0.682823491089024	"Discovery"
"Enterocytes BEST4"	"Enterocyte middle villus (1)"	0.345056939859852	"Discovery"
"Fibroblast/Myofibroblasts"	"Enterocyte middle villus (1)"	-0.0703447895720885	"Discovery"
"Goblet cell crypt MKI67+"	"Enterocyte middle villus (1)"	0.132895064636709	"Discovery"
